segment_row_idx,n_topics_above_threshold,probability_mass_above_threshold,top1_topic_id,top1_topic_name,top1_p_topic,top2_topic_id,top2_topic_name,top2_p_topic,show,year,decade,topic_final,topic_name_final,text_preview,topic_prob_gap_top1_top2
4256,2,0.3181817743276738,6,6_quinta_vergara_público_quinta vergara,0.1850216214143277,14.0,14_ho_ho ho_aplauso_muchas,0.1331601529133461,Alex Ortiz,2024,2020,6,6_quinta_vergara_público_quinta vergara,"Un comediante que se consagra en la Quinta Vergara. Muchas gracias, amigo, los quiero mucho. ¡Sencito! Y después de 10 años hoy día lo vemos llegar a lo más alt",0.05186146850098161
358,2,0.2802965730564475,3,3_humor_quinta_quinta vergara_vergara,0.1474788365415313,19.0,19_través_mar_viña_viña mar,0.1328177365149162,Piña Colada,1993,1990,3,3_humor_quinta_quinta vergara_vergara,"El debut en este escenario de Piña Colada. Un humor muy nuestro, un humor popular, un humor contingente. En esta noche de festival hay un largo camino que recor",0.014661100026615081
2969,2,0.3326368147391484,23,23_amante_marido_mujer_matrimonio,0.2019064117969831,15.0,15_hombres_mujeres_mujer_hombre,0.1307304029421653,"Carlos ""El Mono"" Sánchez",2017,2010,26,26_celular_pegado_teléfono_whatsapp,"para acá, que para pararse frente al monstruo hay que ser valiente. Sí. Pero le voy a decir, ""Señoras, ¿qué es ser valiente?"" Ser valiente es darle la clave del",0.07117600885481778
810,2,0.372738431087584,22,22_verdad_agradecer_emocionado_quiero agradecer,0.2422766174979647,14.0,14_ho_ho ho_aplauso_muchas,0.1304618135896193,Los Indolatinos,1999,1990,22,22_verdad_agradecer_emocionado_quiero agradecer,"Ah. Venga, venga. Lo querido. Gracias, ustedes muy amables, muy gentiles, muy cariñosos, muy muy caluroso. Oye, que estamos abrazando aplauso. Demuénele un gran",0.11181480390834539
3366,2,0.2653630161422052,7,7_vieja_suegra_abuela_abuelita,0.1354114454353923,23.0,23_amante_marido_mujer_matrimonio,0.1299515707068129,Alejandra Azcárate,2018,2010,15,15_hombres_mujeres_mujer_hombre,"Al principio uno al hombre le saca invitaciones y alegría, después compromiso y cría, más adelante uno le saca plata, ya al final uno lo saca al sol. En el caso",0.005459874728579395
3142,2,0.3445346833830879,6,6_quinta_vergara_público_quinta vergara,0.2150908241136079,14.0,14_ho_ho ho_aplauso_muchas,0.12944385926948,Bombo Fica,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Es el gran Willy Benítez. ¡Ahí está! Muy bien, un fuerte aplauso para él. Hola, ¿qué tal? Excelente, eso era. Quiero que le demos un fuerte aplauso a mi valet. ",0.0856469648441279
1352,2,0.261185847968591,27,27_soltera_bebé_arturo vidal_tinder,0.1321066335735014,23.0,23_amante_marido_mujer_matrimonio,0.1290792143950896,Paulo Iglesias,2005,2000,15,15_hombres_mujeres_mujer_hombre,"Gracias. Yo creo que lo más importante Yo creo Yo creo que lo más importante es mantener la salud mental a hecho la casa, compadre. Lo más importante es evitar ",0.0030274191784117888
1868,2,0.3401239761337659,14,14_ho_ho ho_aplauso_muchas,0.2132229873040217,6.0,6_quinta_vergara_público_quinta vergara,0.1269009888297442,Óscar Gangas,2011,2010,6,6_quinta_vergara_público_quinta vergara,"Para el señor Óscar Ganga. Que con fuerza, con valentía, se puede triunfar en el escenario de la Quinta Vergara, que este público da segundas oportunidades, que",0.08632199847427749
1321,2,0.271863911986175,21,21_buenas noches_noches_buenas_pecadora,0.1452112878068891,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1266526241792859,Felo,2005,2000,21,21_buenas noches_noches_buenas_pecadora,"Me está gustando. Pero la verdad que la canción termina sin rima, termina sencillamente así: ""Si quiere usted su jardín cuanto antes, venga al burrito y le arre",0.018558663627603195
3145,2,0.25690313389929376,6,6_quinta_vergara_público_quinta vergara,0.1315172145413762,14.0,14_ho_ho ho_aplauso_muchas,0.1253859193579176,Bombo Fica,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Se pasaron. Un aplauso para ustedes. El mejor público que yo tenía. Nuevamente un fuerte aplauso para mis bailarines. Bueno. Gracias. Todo esto, gracias, chicas",0.0061312951834585905
4480,2,0.29691060870365293,6,6_quinta_vergara_público_quinta vergara,0.1722710197581603,14.0,14_ho_ho ho_aplauso_muchas,0.1246395889454926,Juan Pablo López,2025,2020,6,6_quinta_vergara_público_quinta vergara,"Maciza, tremenda la presentación de este comediante. Juan Pablo López se despide de Piña 2025. Gaviotas de plata, gaviotas de oro se lleva Juan Pablo López desp",0.04763143081266771
2324,2,0.3062504043006185,14,14_ho_ho ho_aplauso_muchas,0.1823524134415259,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1238979908590926,Gigi Martin,2014,2010,14,14_ho_ho ho_aplauso_muchas,"Bueno, estoy feliz, esto está saliendo afuera, ya pasó todo. Estoy feliz y le agradezco a la gente que está escuchando afuera, a la galería, a la platea, a la t",0.05845442258243329
1710,2,0.2713293110896073,6,6_quinta_vergara_público_quinta vergara,0.1481704955223066,14.0,14_ho_ho ho_aplauso_muchas,0.1231588155673007,Stefan Kramer,2008,2000,6,6_quinta_vergara_público_quinta vergara,"Antorcha de Plata. A dormir porque ya está. Bueno, ahí nos vamos. Roncolita con una una piscolita. Bueno, tenemos la Antorcha de Plata. Tenemos la de Oro. Está ",0.025011679955005903
2317,2,0.4514953486440093,6,6_quinta_vergara_público_quinta vergara,0.3285933216213643,14.0,14_ho_ho ho_aplauso_muchas,0.122902027022645,Gigi Martin,2014,2010,6,6_quinta_vergara_público_quinta vergara,"Algo te estaba diciendo el público y tú te fuiste a una fiesta de empresa, escucha, por favor. Muchísimas gracias, gracias, gracias. Porque lo hiciste reír. Mar",0.2056912945987193
771,2,0.2981368428841217,22,22_verdad_agradecer_emocionado_quiero agradecer,0.1756684405020764,21.0,21_buenas noches_noches_buenas_pecadora,0.1224684023820453,Dino Gordillo,1998,1990,21,21_buenas noches_noches_buenas_pecadora,"...Gordillo. Muchísimas gracias, muy buenas noches. ¿Cómo están? ¿Todos bien? Eso, arriba me gusta, arriba del cerro lo mío ahí. Esa es la papa. Estoy mandando.",0.05320003812003109
1231,2,0.2640237871756679,3,3_humor_quinta_quinta vergara_vergara,0.141753751619491,17.0,17_natalia_chiqui_alison_javiera,0.1222700355561769,Natalia Cuevas,2004,2000,17,17_natalia_chiqui_alison_javiera,"Muy bien, ¿quieren comenzar a reír? ¿Les parece bien? Para pasar el frío de esta noche, el calor lo trae nuestra próxima invitada. Comenzó bailando en el munici",0.019483716063314102
224,2,0.2623711174930103,13,13_ay ay_salta salta_salta_ay,0.1412904352191657,29.0,29_reggaeton_calmado_dale_ten,0.1210806822738446,Pujillay,1990,1990,13,13_ay ay_salta salta_salta_ay,"El costillar es mío, me lo quieren quitar con Catalina Telias y tu gar tu gar salir a buscar con el grupo penitenciaría. Bueno, vamos a así entregarles con much",0.02020975294532111
1524,2,0.3494463392986669,6,6_quinta_vergara_público_quinta vergara,0.2290934860322675,14.0,14_ho_ho ho_aplauso_muchas,0.1203528532663994,Ruperto,2006,2000,6,6_quinta_vergara_público_quinta vergara,"Bueno, le presento a su público, la quinta Vergara. El lindo el lindo el monstruo, ah. Gracias. El lindo. Le voy a decir un aplauso mucho. Pero es lo que estamo",0.10874063276586811
470,2,0.2388021950185099,23,23_amante_marido_mujer_matrimonio,0.1197210485884068,15.0,15_hombres_mujeres_mujer_hombre,0.1190811464301031,Paulo Iglesias,1995,1990,26,26_celular_pegado_teléfono_whatsapp,"Esta noche quiero hablar de todo lo que está de moda. O sea, lo que está in. Todo lo que está... todo lo que está in, in, in, in. La ecología, por ejemplo, está",0.0006399021583037012
932,2,0.30221150341643577,24,24_amor_dije_pa_pa pa,0.1833352955701477,27.0,27_soltera_bebé_arturo vidal_tinder,0.1188762078462881,Memo Bunke,2000,2000,24,24_amor_dije_pa_pa pa,"mejor, las mujeres no me faltan."" ¿A dónde la viste? Me dijo: ""Llegaste solo"". Igual que a che que había comunicación. Cuando hay comunicación lo que uno quiere",0.06445908772385958
3304,2,0.3015645463395388,6,6_quinta_vergara_público_quinta vergara,0.1829053285903198,14.0,14_ho_ho ho_aplauso_muchas,0.118659217749219,Stefan Kramer,2018,2010,6,6_quinta_vergara_público_quinta vergara,Hasta pronto. Muchas gracias a todos ustedes. La participación de una de las estrellas más brillantes que hemos visto en los últimos meses en nuestro país. Mile,0.0642461108411008
1696,2,0.2962005171889071,6,6_quinta_vergara_público_quinta vergara,0.1777111252145429,14.0,14_ho_ho ho_aplauso_muchas,0.1184893919743642,Stefan Kramer,2008,2000,6,6_quinta_vergara_público_quinta vergara,"La participación de una de las estrellas más brillantes que hemos visto en los últimos meses en nuestro país. Miles, cientos de personalidades solo en un alma y",0.05922173324017871
3719,2,0.5301591942881885,6,6_quinta_vergara_público_quinta vergara,0.4122144274233833,14.0,14_ho_ho ho_aplauso_muchas,0.1179447668648051,"Paul Vásquez ""El Flaco""",2020,2020,6,6_quinta_vergara_público_quinta vergara,"Oye, Flaco, ya llevamos seis hijos pues, ven para acá mejor. Mira, mira qué lindo, mira. Vaya a saludar a la hinchada. Vaya a saludar a la hinchada ya. Mire, mi",0.2942696605585782
3447,2,0.3369673434641915,15,15_hombres_mujeres_mujer_hombre,0.2192150674933447,27.0,27_soltera_bebé_arturo vidal_tinder,0.1177522759708468,Jani Dueñas,2019,2010,15,15_hombres_mujeres_mujer_hombre,"No sean así. Yo cuando chica les cuento ¿Sabés qué? ¿Sabés qué? Les puedo contar igual. Les voy a contar igual. Yo cuando chica quería ser hombre. En serio, pri",0.10146279152249792
1976,2,0.4740540845440579,14,14_ho_ho ho_aplauso_muchas,0.3563465364311687,6.0,6_quinta_vergara_público_quinta vergara,0.1177075481128892,Zip-Zup,2012,2010,14,14_ho_ho ho_aplauso_muchas,"Que Dios le bendiga. Felicidades. Saludos, coronel. Chao, chao. El humor nuevamente triunfa aquí en la Quinta Vergara. Esta noche fue Zip Zup por primera vez en",0.2386389883182795
2638,2,0.300976730634767,21,21_buenas noches_noches_buenas_pecadora,0.1833295696663805,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1176471609683865,Edo Caroe,2016,2010,21,21_buenas noches_noches_buenas_pecadora,"Ya, muchas gracias, Viña, por este momento. Nos vemos en una próxima oportunidad.",0.06568240869799401
1714,2,0.2927838836940119,6,6_quinta_vergara_público_quinta vergara,0.1751720049004575,14.0,14_ho_ho ho_aplauso_muchas,0.1176118787935544,Stefan Kramer,2008,2000,6,6_quinta_vergara_público_quinta vergara,"Quiero cantar, pero por qué me cierran? Hasta siempre. Gracias, hasta siempre. La presentación de Stefan Kramer recogiendo todos los aplausos y todo el cariño d",0.0575601261069031
1073,2,0.3070823708612787,21,21_buenas noches_noches_buenas_pecadora,0.1900615963512134,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1170207745100653,Memo Bunke y Natalia Cuevas,2001,2000,21,21_buenas noches_noches_buenas_pecadora,"Gracias. El aplauso, el aplauso vino de arriba y también de abajo esta noche. Muchas gracias. Queda algo para despedirnos. Queda algo para despedirse. Porque es",0.07304082184114809
666,2,0.2908662760310622,22,22_verdad_agradecer_emocionado_quiero agradecer,0.1744143019573382,14.0,14_ho_ho ho_aplauso_muchas,0.116451974073724,Palta Meléndez,1997,1990,1,1_canción_almas_cantar_vivo vivo,"ni por casualidad. Bueno, señores, eso sería todo. Los voy a dejar en compañía de un amigo que yo contraté, que está cesante. Vamos, que me gusta la música. Señ",0.057962327883614204
1968,2,0.3404210387064728,6,6_quinta_vergara_público_quinta vergara,0.2250752751878937,14.0,14_ho_ho ho_aplauso_muchas,0.1153457635185791,Zip-Zup,2012,2010,6,6_quinta_vergara_público_quinta vergara,"Felicidades. Que Dios le bendiga. Chao, chao. Gracias a ti, Sisub. Durante 12 años la perseverancia, el trabajo y mucho esfuerzo lo viaron hasta su sueño. Estar",0.10972951166931459
3626,2,0.3664478187604279,6,6_quinta_vergara_público_quinta vergara,0.2511765659567594,14.0,14_ho_ho ho_aplauso_muchas,0.1152712528036685,Ernesto Belloni,2020,2020,6,6_quinta_vergara_público_quinta vergara,"insegura. Ernesto Beloni se suma a la lista de triunfadores de los comediantes... ¡Muchas gracias!... en Viña del Mar y ahora celebrar como Che Pe te manda, Ern",0.1359053131530909
983,2,0.3358651917939891,6,6_quinta_vergara_público_quinta vergara,0.2207092401701981,14.0,14_ho_ho ho_aplauso_muchas,0.115155951623791,Coco Legrand,2000,2000,6,6_quinta_vergara_público_quinta vergara,Pero me gustaría mirar a la autoridad. Me gustaría contar con la aprobación de todos. Y ver si se puede hacer la excepción. Señoras y señores: para mí es un gus,0.10555328854640711
2409,2,0.282658026356792,14,14_ho_ho ho_aplauso_muchas,0.1677309422281812,6.0,6_quinta_vergara_público_quinta vergara,0.1149270841286108,Dinamita Show,2015,2010,14,14_ho_ho ho_aplauso_muchas,"¿Qué estado? No, al aborto. Bueno, queremos agradecer a todos a los piratas que están aquí, que son mis primos, a mi familia. Bueno, en realidad les voy a conta",0.05280385809957039
789,2,0.2421313588098806,3,3_humor_quinta_quinta vergara_vergara,0.1273577333715864,19.0,19_través_mar_viña_viña mar,0.1147736254382942,Dino Gordillo,1998,1990,3,3_humor_quinta_quinta vergara_vergara,"No lo hagamos sufrir más. Para Dino Gordillo, que nos vino a hacer reír y terminó llorando. ¡Ay, Gaviota en Viña del Mar!",0.012584107933292205
2442,2,0.2411327888268682,6,6_quinta_vergara_público_quinta vergara,0.1265786386147914,14.0,14_ho_ho ho_aplauso_muchas,0.1145541502120768,Centella,2015,2010,6,6_quinta_vergara_público_quinta vergara,"De este humilde y gran humorista Santella en la quinta para acá. Acompáñenos, venga para acá, por favor, no se vaya. Debutando en este escenario que ha sido un ",0.012024488402714612
3314,2,0.2760832108423529,6,6_quinta_vergara_público_quinta vergara,0.1616599878488069,14.0,14_ho_ho ho_aplauso_muchas,0.114423222993546,Stefan Kramer,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Qué grande Stefan Kramer. Ven, ven para acá, Stefan. Stefan Kramer. Ven para acá. Ven para acá, Stefan. Tremendo show, tremendo artista. Gracias, talento, recib",0.04723676485526089
3669,2,0.41227332532771355,6,6_quinta_vergara_público_quinta vergara,0.2982512753646092,14.0,14_ho_ho ho_aplauso_muchas,0.1140220499631043,Fusión Humor,2020,2020,6,6_quinta_vergara_público_quinta vergara,"Un premio al mérito. ¿Cuántos años se sacrificaron para llegar a la Quinta Vergara para cumplir este sueño, Bodoque? Antes de salir al escenario quiero contar q",0.1842292254015049
739,2,0.2917849492284662,17,17_natalia_chiqui_alison_javiera,0.1781991207830278,3.0,3_humor_quinta_quinta vergara_vergara,0.1135858284454384,Gloria Benavides,1998,1990,3,3_humor_quinta_quinta vergara_vergara,"Y ahora es un momento importante, un momento para para distender el ambiente, para reírnos, para disfrutar con un artista que es una verdadera leyenda en Viña d",0.0646132923375894
1711,2,0.2728779635419504,6,6_quinta_vergara_público_quinta vergara,0.1596176987994585,14.0,14_ho_ho ho_aplauso_muchas,0.1132602647424919,Stefan Kramer,2008,2000,6,6_quinta_vergara_público_quinta vergara,"Últimos minutos de humor de Esteban sobre este escenario. Falta Meléndez, quien estuvo el año pasado también con nosotros, aplaude de pie. A Esteban Kramer. ¿Va",0.0463574340569666
3512,2,0.4013139494052858,6,6_quinta_vergara_público_quinta vergara,0.2882112636204715,14.0,14_ho_ho ho_aplauso_muchas,0.1131026857848143,Mauricio Palma,2019,2010,6,6_quinta_vergara_público_quinta vergara,"¿un poquito más? Por supuesto que sí. Eso, entonces, prepárese la quinta Vergara. Dejamos con ustedes nuevamente a Mauricio Palma. ¡Fuerte el aplauso para Mauri",0.1751085778356572
2306,2,0.3385692301841098,27,27_soltera_bebé_arturo vidal_tinder,0.22618626517869,25.0,25_bailar_fiesta_bailemos_baile,0.1123829650054198,Gigi Martin,2014,2010,25,25_bailar_fiesta_bailemos_baile,"la huevada así. Y siempre la vista abajo, ah, siempre te mirás y le apuntás los zapatos y los tacos, ahí no va. Ahí. Por una falta de personalidad, por la cabez",0.1138033001732702
1436,2,0.42889106475576266,6,6_quinta_vergara_público_quinta vergara,0.3168362115506746,14.0,14_ho_ho ho_aplauso_muchas,0.1120548532050881,Carlos García,2006,2000,6,6_quinta_vergara_público_quinta vergara,"Claro que sí. Si ustedes lo dijeron, o si ustedes lo aplaudieron, es porque el hombre tiene talento. Pero de esta forma terminamos con la presentación del humor",0.2047813583455865
2355,2,0.30075941287733193,14,14_ho_ho ho_aplauso_muchas,0.1887658816467689,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.111993531230563,Payahop,2014,2010,14,14_ho_ho ho_aplauso_muchas,"Fue el estilo, fue la improvisación, la falla, el hip-hop de Andy y de Claudio. Ellos son falla. Desde chiquillos. Y desde la galería. Hasta todo este público q",0.0767723504162059
2358,2,0.4383140873337498,14,14_ho_ho ho_aplauso_muchas,0.3263870262369221,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.1119270610968277,Payahop,2014,2010,14,14_ho_ho ho_aplauso_muchas,"Gracias, hermano, gracias. Gracias, Todorovic que nos ayudó mucho, muchas gracias. Oye, yo quiero la mía, por loco. Bueno, que me había prestado una. No, estáis",0.2144599651400944
