segment_row_idx,n_topics_above_threshold,probability_mass_above_threshold,top1_topic_id,top1_topic_name,top1_p_topic,top2_topic_id,top2_topic_name,top2_p_topic,show,year,decade,topic_final,topic_name_final,text_preview,topic_prob_gap_top1_top2
667,2,0.3319371812703815,23,23_tac_tac tac_hijos_papá,0.1677948065590513,19.0,19_colegio_profe_profesor_profesora,0.1641423747113302,Dino Gordillo,1998,1990,19,19_colegio_profe_profesor_profesora,"Y ya la ya increíble, ¿ah? Ahora mismo el mismo tipo este, gracias. Llegó a una sala de clase. Permiso, señorita. Adelante. Eh, voy a hacer una entrevista a los",0.0036524318477210993
623,2,0.3624688422971491,31,31_niño_cabro chico_cabro_chico,0.204721417757943,23.0,23_tac_tac tac_hijos_papá,0.1577474245392061,Sarah Sanders,1998,1990,31,31_niño_cabro chico_cabro_chico,"Hoy y los y los cuentos de niños ¿qué? Ese niño que llega del colegio dice: «Mamá, mamá, en el colegio siempre me dejan solo». Mamá, mamá, mamá, mamá.",0.04697399321873691
3705,2,0.3446316356448305,19,19_colegio_profe_profesor_profesora,0.1906526752594328,23.0,23_tac_tac tac_hijos_papá,0.1539789603853977,Belén Mora,2023,2020,19,19_colegio_profe_profesor_profesora,"Oye chiquillos, muchas gracias, de verdad, estoy emocionadísima. Eh, no lloro para hacérmela fuerte no más, tomé clases con Gonzalo de actuación, así que Gonzal",0.03667371487403509
3981,2,0.4809142572986881,19,19_colegio_profe_profesor_profesora,0.3423440968705942,23.0,23_tac_tac tac_hijos_papá,0.1385701604280939,Alex Ortiz,2024,2020,19,19_colegio_profe_profesor_profesora,"Tengo, como le conté un hijo de 19 años, él jamás va a saber lo que realmente a mí me ha costado, pero ¿sabéis qué? Quiero romper esos patrones que a los hijos ",0.2037739364425003
1969,2,0.27327724145143106,26,26_pesos_banco_lucas_crisis,0.1375262064418982,24.0,24_plata_bolsa_crédito_chino,0.1357510350095329,Jorge Alís,2014,2010,26,26_pesos_banco_lucas_crisis,"Cuando tengo plata en el bolsillo, es porque me olvidé de pagar algo. Ahorrar ni cagando. La única tarjeta que me dieron fue la tarjeta de esta tienda, llevar, ",0.0017751714323653023
3693,2,0.33336278112857154,31,31_niño_cabro chico_cabro_chico,0.1977104408207776,23.0,23_tac_tac tac_hijos_papá,0.1356523403077939,Belén Mora,2023,2020,11,11_jorge_cama_dormir_pa,"Y no solo eso, sino que además me agarró la pandemia con un pendejo de 15 años y enfermo. Han pasado 3 años, mi hijo ahora tiene 18 años y sigue enfermo y me ti",0.06205810051298369
3656,2,0.2934167268721082,29,29_amiga_mira mira_amigas_tenés hacer,0.158249639560209,8.0,8_amante_mujer_marido_matrimonio,0.1351670873118992,Diego Urrutia,2023,2020,8,8_amante_mujer_marido_matrimonio,"A mí, la verdad, no me ha ido tan bien en el amor. Siempre he tenido un par de relaciones tóxicas. Estuve saliendo con una niña que era TENS, técnico en enferme",0.023082552248309796
113,2,0.2624749012498456,18,18_ciudad_temuco_emocionante_buenas noches,0.1336385484068297,15.0,15_fome_show_oh oh_dichato,0.1288363528430159,Pujillay,1990,1990,15,15_fome_show_oh oh_dichato,"Y no solamente en el festival. Recordemos que a principio de febrero vino Bon Jovi. Claro. Lo trajo, lo trajo la Pepsi; dice que en marzo viene Noriega, lo trae",0.00480219556381381
1448,2,0.31043140954747006,15,15_fome_show_oh oh_dichato,0.1817696238007392,18.0,18_ciudad_temuco_emocionante_buenas noches,0.1286617857467309,Stefan Kramer,2008,2000,15,15_fome_show_oh oh_dichato,"Con ustedes el animador Leo Caprile. «Eh, este bueno, señoras y señores, sean todos ustedes bienvenidos. Este bueno, programa número uno de la televisión chilen",0.05310783805400829
3150,2,0.26806137837760957,29,29_amiga_mira mira_amigas_tenés hacer,0.142217563916288,8.0,8_amante_mujer_marido_matrimonio,0.1258438144613216,Alison Mandel,2018,2010,29,29_amiga_mira mira_amigas_tenés hacer,Más encima que andaba un poco insegura y ya me doy cuenta que el otro día estábamos los dos acostados con mi marido y él empezó a sonar el teléfono e hizo esto ,0.01637374945496642
1748,2,0.26418102599059723,24,24_plata_bolsa_crédito_chino,0.1385518819086044,26.0,26_pesos_banco_lucas_crisis,0.1256291440819928,Bombo Fica,2012,2010,26,26_pesos_banco_lucas_crisis,"Oye, estaba ahí yo cuando de repente apareció un tipo me quedó mirando y me dijo: «Yo tengo lo que usted necesita». «Viagra», dije yo. «No», me dijo, «yo tengo ",0.012922737826611602
4100,2,0.4948831714322951,19,19_colegio_profe_profesor_profesora,0.3711966432128918,23.0,23_tac_tac tac_hijos_papá,0.1236865282194033,Juan Pablo López,2025,2020,19,19_colegio_profe_profesor_profesora,"A mi hijo le está yendo supermal en matemáticas, yo no soy quien va a exigirle porque a mí me fue como el hoyo en matemáticas. Con cueca sabía lo que era un tip",0.24751011499348852
2789,2,0.2593173273378466,29,29_amiga_mira mira_amigas_tenés hacer,0.1361312824088484,8.0,8_amante_mujer_marido_matrimonio,0.1231860449289982,"Carlos ""El Mono"" Sánchez",2017,2010,8,8_amante_mujer_marido_matrimonio,"Una mujer se ataca, se va de fiesta, ella llega a las 7 de la mañana y el marido: «¿Usted dónde estaba?». Y ella: «Me quedé a dormir en la casa de mi mejor amig",0.012945237479850186
1772,2,0.2657889512268376,24,24_plata_bolsa_crédito_chino,0.1439941369674366,26.0,26_pesos_banco_lucas_crisis,0.121794814259401,Bombo Fica,2012,2010,24,24_plata_bolsa_crédito_chino,"Oye, un amigo me invitó a su matrimonio y yo cometí el error de ir a comprar el regalo el último día. Lo único que quedaba era un living de felpa rojo. Carajo. ",0.022199322708035596
3057,2,0.2658493844546716,8,8_amante_mujer_marido_matrimonio,0.1446582651369757,29.0,29_amiga_mira mira_amigas_tenés hacer,0.1211911193176959,Jenny Cavallo,2018,2010,8,8_amante_mujer_marido_matrimonio,"Es importante resolver los problemas de la pareja porque si no se acumula, se acumula, se acumula y explota. ¿Y cómo explota? Infidelidad, lo clásico. Cuando el",0.02346714581927979
3714,2,0.2622428490753209,8,8_amante_mujer_marido_matrimonio,0.1416130654096001,29.0,29_amiga_mira mira_amigas_tenés hacer,0.1206297836657208,Rodrigo Villegas,2023,2020,4,4_abuela_vieja_abuelita_suegra,"Después del primer pedo cambia todo, cambia todo. Porque el hombre agarramos confianza y nos ponemos huevón, ¿sí o no? «Mi amor, tírame el dedo. Deja. Mira la v",0.020983281743879284
845,2,0.2443776585421167,14,14_loro_carabineros_cartero_carabinero,0.1258563336940531,7.0,7_avión_auto_micro_chofer,0.1185213248480636,Memo Bunke,2000,2000,7,7_avión_auto_micro_chofer,"Estamos a lo mejor moviendo la colita cuando de repente cacho una luz roja alrededor de la... «Los bomberos», dije yo. «Como venden rifa, llegan a todos lados».",0.007335008845989505
642,2,0.2820332813275124,29,29_amiga_mira mira_amigas_tenés hacer,0.1657354865768164,8.0,8_amante_mujer_marido_matrimonio,0.116297794750696,Gloria Benavides,1998,1990,13,13_almas_tele_casting_martín,"«Cree que yo lo estoy engañando con otro hombre el Anthony.» «Mmm, ya cacho, tu problema es medio como caesoncito, ¿no?» «Bueno, precisamente con él cree que lo",0.049437691826120386
666,2,0.36924411754491704,19,19_colegio_profe_profesor_profesora,0.254618997266147,23.0,23_tac_tac tac_hijos_papá,0.11462512027877,Dino Gordillo,1998,1990,19,19_colegio_profe_profesor_profesora,"¿Cómo hemos cambiado los cabros chicos? Hasta en el colegio cambian, de verdad. Ese profesor que llegó el inspector de colegio así, entró, andaba en el Minister",0.139993876987377
378,2,0.2380736156495986,8,8_amante_mujer_marido_matrimonio,0.1238588484881598,29.0,29_amiga_mira mira_amigas_tenés hacer,0.1142147671614388,Paulo Iglesias,1995,1990,8,8_amante_mujer_marido_matrimonio,"Ahora, y ahora cuando los compadres andan estresados, siempre andan con algún problema, ¿sí o no? «¿Qué te pasa, hijito? ¿Qué te pasa? ¿Qué te pasa? ¿Qué te pas",0.009644081326720996
1664,2,0.22734748472784422,7,7_avión_auto_micro_chofer,0.1147373184415188,14.0,14_loro_carabineros_cartero_carabinero,0.1126101662863254,Dinamita Show,2012,2010,7,7_avión_auto_micro_chofer,"Me encontraba yo en mi cuartel cuando de repente caen los tono. ¡Ah, ahí va! Vamos al carro. Vamos, vamos. ¿Qué pasó? De verdad que yo no manejo, po. Espera un ",0.002127152155193393
226,2,0.2502142655717538,7,7_avión_auto_micro_chofer,0.1380184266927686,14.0,14_loro_carabineros_cartero_carabinero,0.1121958388789852,Hermógenes Conache,1991,1990,7,7_avión_auto_micro_chofer,"En eso para la ladera va su automóvil como a 200 km/h. «Documento, alto». No, pues primero alto por los documentos de 16... No es que no que la gente moto ya pa",0.025822587813783396
61,2,0.22526859267310978,14,14_loro_carabineros_cartero_carabinero,0.1133361689108193,7.0,7_avión_auto_micro_chofer,0.1119324237622905,Carlos Helo,1979,1970,7,7_avión_auto_micro_chofer,"Y la verdad que el otro día me reía, porque resulta que iba una señora, iba una señora manejando el auto así. Entonces, iba lo mejor manejando el auto cuando, d",0.0014037451485287983
2488,2,0.2540532857226112,29,29_amiga_mira mira_amigas_tenés hacer,0.1424991781180739,5.0,5_mujeres_hombres_mujer_hombre,0.1115541076045373,Pedro Ruminot,2016,2010,11,11_jorge_cama_dormir_pa,"Yo siempre pensaba, por ejemplo, la discriminación incluso está en Hollywood. Por ejemplo, Titanic, una película muy exitosa que está ahí Kate Winslet que la mi",0.030945070513536593
524,2,0.22396880529372942,30,30_maestro_foto_llené_comentar,0.1128183679276975,21.0,21_pam_pam pam_luna_tenis,0.1111504373660319,Gilberto Gless,1997,1990,21,21_pam_pam pam_luna_tenis,"Y tengo otro mejor. No más que para este chiste debo meter un poquito la mano, ¿puedo? Ya me voy. Es necesario, imprescindible, irremediable.",0.001667930561665601
3977,2,0.2569702584902771,18,18_ciudad_temuco_emocionante_buenas noches,0.1458247819794162,15.0,15_fome_show_oh oh_dichato,0.1111454765108609,Alex Ortiz,2024,2020,9,9_comida_comió_pan_olla,"Toda la vida he pensado que uno tiene que ser muy agradecido también. Imagínate, yo antes del Festival del Muelle nunca había podido ir a Fantasilandia, amigo. ",0.0346793054685553
154,2,0.244354440637552,7,7_avión_auto_micro_chofer,0.1345470888272094,14.0,14_loro_carabineros_cartero_carabinero,0.1098073518103426,Palta Meléndez,1991,1990,7,7_avión_auto_micro_chofer,"Y lo para democráticamente, o sea en esta onda. En buena onda, ¿cachái? Se saca el permiso de conducir. «¿Quiere manejar usted mi No vas a nada. A ver, document",0.024739737016866797
1592,2,0.354713207984087,19,19_colegio_profe_profesor_profesora,0.245484308470313,23.0,23_tac_tac tac_hijos_papá,0.109228899513774,Dino Gordillo,2011,2010,19,19_colegio_profe_profesor_profesora,"El año pasado, fíjate que me di cuenta la vacaciones de invierno Me tocó trabajar en Aster Mechián y me di cuenta, señoras y señores, que los cabros chicos a lo",0.13625540895653898
1307,2,0.22039386017832718,25,25_agua_pez_pueblo_nadar,0.111285949411347,21.0,21_pam_pam pam_luna_tenis,0.1091079107669802,Álvaro Salas,2007,2000,0,0_perro_perrito_mono_gallo,"Y al tipo: «¿Cómo te habéis sentido?». «Aquí ando, a medio morir saltando». Yo no conozco a nadie que ande a medio morir saltando.",0.0021780386443667893
1596,2,0.3068200413197937,19,19_colegio_profe_profesor_profesora,0.1989538820911646,23.0,23_tac_tac tac_hijos_papá,0.1078661592286291,Dino Gordillo,2011,2010,19,19_colegio_profe_profesor_profesora,"El año pasado, fíjate que me di cuenta en las vacaciones de invierno, me tocó trabajar en las Termas de Chillán y me di cuenta, señoras y señores, que los cabro",0.0910877228625355
1057,2,0.2425564655612733,7,7_avión_auto_micro_chofer,0.1350062524439461,14.0,14_loro_carabineros_cartero_carabinero,0.1075502131173272,Palta Meléndez,2004,2000,7,7_avión_auto_micro_chofer,Fíjese que después de ahí de la Lotus Clinic me salían la groener amplori y ahí con una y cuando me salían la groener amplori me suben la ambulancia y ahí me do,0.0274560393266189
3481,2,0.3358439178241988,15,15_fome_show_oh oh_dichato,0.2285649458210447,18.0,18_ciudad_temuco_emocionante_buenas noches,0.1072789720031541,Fusión Humor,2020,2020,15,15_fome_show_oh oh_dichato,"Y empezando rápidamente llego acá a la Quinta vez que con estilo, con educación, cazuela, Capo. ¡Eh! ¡Eh! ¡Eh! Gracias.",0.1212859738178906
456,2,0.2286704908022517,24,24_plata_bolsa_crédito_chino,0.1223577781924353,26.0,26_pesos_banco_lucas_crisis,0.1063127126098164,Dinamita Show,1996,1990,24,24_plata_bolsa_crédito_chino,"«Primero que nada, te vas a pasar de allá para acá con cara de chileno millonario.» «¿Millonario?» «Sí, por supuesto. Yo soy el asaltado, tú la víctima. Mucho d",0.01604506558261891
1049,2,0.2130390803377569,29,29_amiga_mira mira_amigas_tenés hacer,0.106963217020124,8.0,8_amante_mujer_marido_matrimonio,0.1060758633176329,Sandy,2004,2000,8,8_amante_mujer_marido_matrimonio,"Me despido con uno de gangoso. No se molesten. Los Los gangosos son apocados, son tranquilos, son tímidos. Va a ver al psicoanalista y dice, «No, no.» Mi mujer ",0.0008873537024911005
647,2,0.3439322958466362,26,26_pesos_banco_lucas_crisis,0.2380230176702205,24.0,24_plata_bolsa_crédito_chino,0.1059092781764157,Gloria Benavides,1998,1990,26,26_pesos_banco_lucas_crisis,"Soñar no cuesta nada. Maestro, ¿verdad que soñar no cuesta nada? ¿Qué más quisiera yo que tener este cucu? Pero desgraciadamente el cucu no es mío. Lo tuve que ",0.13211373949380478
2745,2,0.2126099063579696,29,29_amiga_mira mira_amigas_tenés hacer,0.1069032186666095,8.0,8_amante_mujer_marido_matrimonio,0.1057066876913601,"Carlos ""El Mono"" Sánchez",2017,2010,8,8_amante_mujer_marido_matrimonio,"Me dijeron cuando venía para acá, que para pararse frente al monstruo hay que ser valiente. Sí. Pero le voy a decir: «Señoras, ¿qué es ser valiente?». Ser valie",0.0011965309752493963
751,2,0.2797380250550871,25,25_agua_pez_pueblo_nadar,0.1740931858033693,21.0,21_pam_pam pam_luna_tenis,0.1056448392517178,Melón y Melame,1999,1990,25,25_agua_pez_pueblo_nadar,"Yo, por ejemplo, quise atravesar a tu hermana para cruzar el río donde estábamos. Ah, ya, ya. Ya vamos, se podía caer, me solté. Estaba muy profundo, no quise.",0.0684483465516515
2717,2,0.2406777879326421,5,5_mujeres_hombres_mujer_hombre,0.1354333724923582,29.0,29_amiga_mira mira_amigas_tenés hacer,0.1052444154402839,"Daniela ""Chiqui"" Aguayo",2017,2010,5,5_mujeres_hombres_mujer_hombre,"Y una cosa que nunca voy a entender de ustedes los hombres, es que tienen un radar, realmente un radar para no darse cuenta cuando una mujer está caliente. Uno ",0.030188957052074306
903,2,0.223962063760608,14,14_loro_carabineros_cartero_carabinero,0.1194226349605057,7.0,7_avión_auto_micro_chofer,0.1045394288001023,Dino Gordillo,2000,2000,7,7_avión_auto_micro_chofer,"Porque ya no se puede confiar en nadie, ¿ah? El tipo que lo pare el auto así le dice, «Documento, ¿y por qué te pasaste el rojo?» ¿A dónde la diste? Pues soy lo",0.014883206160403409
2656,2,0.2291351615520956,21,21_pam_pam pam_luna_tenis,0.1246058019239794,25.0,25_agua_pez_pueblo_nadar,0.1045293596281162,Juan Pablo López,2017,2010,3,3_presidente_checho_piñera_chile,"Gente que no tiene agua potable, no tiene electricidad, no tiene alcantarillado. Cuando se casan, ¿dónde está la lista de novios? ¿En Conchuimarca? ¿Me puse hue",0.020076442295863195
644,2,0.23485312651696488,21,21_pam_pam pam_luna_tenis,0.13035560369403,30.0,30_maestro_foto_llené_comentar,0.1044975228229349,Gloria Benavides,1998,1990,21,21_pam_pam pam_luna_tenis,"«Cuatro, vos tenéis más carrete que un de ordi lo curado para el 18, comadre.» «¡Ah! Que le poní, Rumpi, Rumpi, por favor, ayúdame. Dame un consejo. Mira que es",0.02585808087109509
4125,2,0.2897622754235206,24,24_plata_bolsa_crédito_chino,0.1854065947939671,26.0,26_pesos_banco_lucas_crisis,0.1043556806295535,Juan Pablo López,2025,2020,24,24_plata_bolsa_crédito_chino,"vaya había comprado a sus locales, es que hay un producto en la gonda y le preguntáis al chino, «Una consulta, este producto me sirve para Shishi Silver.» ¿Frut",0.0810509141644136
2353,2,0.2609849302857403,23,23_tac_tac tac_hijos_papá,0.1568202860065361,6.0,6_hijos_guagua_hija_mamá,0.1041646442792042,Edo Caroe,2016,2010,6,6_hijos_guagua_hija_mamá,"Y por ejemplo, yo tengo una vecina que le gusta tener sexo con las ventanas abiertas. Y yo tuve que decirle un día: «Oye, ¿sabes qué? Podría cerrar las cortinas",0.052655641727331906
1778,2,0.3424295635162884,26,26_pesos_banco_lucas_crisis,0.2382830779905465,24.0,24_plata_bolsa_crédito_chino,0.1041464855257419,Bombo Fica,2012,2010,26,26_pesos_banco_lucas_crisis,"Después un abrazo grande para esos hermosos trabajadores de nuestra patria. Somos un país bueno para agarrar papa. Cuando apareció lo de la crisis, ¿se acuerdan",0.13413659246480458
196,2,0.350617368332651,25,25_agua_pez_pueblo_nadar,0.2474713083923936,21.0,21_pam_pam pam_luna_tenis,0.1031460599402574,Hermógenes Conache,1991,1990,25,25_agua_pez_pueblo_nadar,"Les voy a hablar de mis comienzos. Yo empecé a actuar en el sur, un pueblo chiquitito. ¿Cómo sería de chico el pueblo, que uno se movía para el lado y se salía ",0.14432524845213618
2454,2,0.43308444539630797,29,29_amiga_mira mira_amigas_tenés hacer,0.3300785268622003,8.0,8_amante_mujer_marido_matrimonio,0.1030059185341077,Natalia Valdebenito,2016,2010,29,29_amiga_mira mira_amigas_tenés hacer,"La cuestión es que si uno ha sido o has No sé, o es celoso, es básicamente porque en algún momento de su vida uno fue malo. No ustedes, yo. ¿Okay? Yo. Yo en alg",0.2270726083280926
2390,2,0.3231841746136598,23,23_tac_tac tac_hijos_papá,0.221021832562166,19.0,19_colegio_profe_profesor_profesora,0.1021623420514938,Rodrigo González,2016,2010,19,19_colegio_profe_profesor_profesora,"Yo tengo cuatro hijos con tres mamás distintas. Y mis hijos son una delicia, son maravillosos, pero hay que educarlos. Y la educación en Chile es cara. La educa",0.11885949051067221
4098,2,0.4353955811287683,19,19_colegio_profe_profesor_profesora,0.3333268113713387,23.0,23_tac_tac tac_hijos_papá,0.1020687697574296,Juan Pablo López,2025,2020,19,19_colegio_profe_profesor_profesora,"En cambio mi hijo se tropieza en el reguero, oh, se activa el seguro escolar. Aparecen 10 donadores de órganos, radiografía. No, no me gusta llevar a mis hijos ",0.2312580416139091
3896,2,0.3786944528277104,23,23_tac_tac tac_hijos_papá,0.2788288248456688,19.0,19_colegio_profe_profesor_profesora,0.0998656279820416,Lucho Miranda,2024,2020,23,23_tac_tac tac_hijos_papá,"O sea, igual la maqueta me quedaba bonita. La maqueta me quedaba muy bonita. O sea, mi mamá le quedó muy la maqueta. Es que Yo creo que típico los colegio típic",0.1789631968636272
486,2,0.2082740370451131,25,25_agua_pez_pueblo_nadar,0.1085169572018499,21.0,21_pam_pam pam_luna_tenis,0.0997570798432632,Dinamita Show,1996,1990,25,25_agua_pez_pueblo_nadar,"«¿En qué se parece un coche a un ángulo recto?» «A ver o no. Invierte la palabra coche, o sea, dila al revés: Checo». Checo viene de Checoslovaquia. Ya. ¿Cierto",0.008759877358586701
2747,2,0.20161195678628302,29,29_amiga_mira mira_amigas_tenés hacer,0.1018664262677907,8.0,8_amante_mujer_marido_matrimonio,0.0997455305184923,"Carlos ""El Mono"" Sánchez",2017,2010,8,8_amante_mujer_marido_matrimonio,"¿Qué es ser valiente, señores? Ser valiente es llegar a la casa borracho a las 5 de la mañana y que la esposa lo esté esperando en la puerta con una escoba en l",0.0021208957492983987
2515,2,0.2049309432751866,28,28_terremoto_noticias_ta_grado,0.105299140113059,3.0,3_presidente_checho_piñera_chile,0.0996318031621276,Pedro Ruminot,2016,2010,28,28_terremoto_noticias_ta_grado,"A veces siento que Chile tiene tanta mala suerte que está construido sobre un cementerio indígena. A la calucia, mapuche. Sí, efectivamente.",0.005667336950931412
1063,2,0.2099686367037324,8,8_amante_mujer_marido_matrimonio,0.1106574495897023,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0993111871140301,Palta Meléndez,2004,2000,8,8_amante_mujer_marido_matrimonio,"«En caso de guerra mataría a un hombre». «Sí, pero en dos noches». Así está la cuestión ahora.",0.011346262475672206
2951,2,0.4103494074991146,19,19_colegio_profe_profesor_profesora,0.3110559958819631,23.0,23_tac_tac tac_hijos_papá,0.0992934116171515,Fabrizio Copano,2017,2010,19,19_colegio_profe_profesor_profesora,"Ahora, yo soy de la generación que nació en los 2000... o sea, no nacimos en los 2000, fuimos jóvenes en los 2000. Todos entramos a la universidad, pero no porq",0.2117625842648116
1751,2,0.2277681436400366,24,24_plata_bolsa_crédito_chino,0.1285596993200685,26.0,26_pesos_banco_lucas_crisis,0.0992084443199681,Bombo Fica,2012,2010,26,26_pesos_banco_lucas_crisis,"No, no. Y no es chiste. Me fui, pasó el tiempo y un día le tuve que hacer un cheque a la nana que tenía que ir a comprar a la feria; le hice un cheque por 600 0",0.0293512550001004
2758,2,0.2091852796744571,29,29_amiga_mira mira_amigas_tenés hacer,0.1104645781080889,8.0,8_amante_mujer_marido_matrimonio,0.0987207015663682,"Carlos ""El Mono"" Sánchez",2017,2010,8,8_amante_mujer_marido_matrimonio,"Secreto para nosotros los hombres: ¿quieren evitar una pelea con su señora cuando lleguen después de tomarse los tragos, lleguen borrachos? ¿Quieren evitar una ",0.01174387654172071
800,2,0.48747797340005117,31,31_niño_cabro chico_cabro_chico,0.3892098932647567,23.0,23_tac_tac tac_hijos_papá,0.0982680801352945,Álvaro Salas,2000,2000,31,31_niño_cabro chico_cabro_chico,"Pero tengo un vecino... De cabro chico, todos los que le conocíamos, créame que si esto tenía una mezcla de sentimientos encontrados frente a él, entre cariño y",0.2909418131294622
1239,2,0.20780180481528499,8,8_amante_mujer_marido_matrimonio,0.1098205069014695,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0979812979138155,Coco Legrand,2006,2000,8,8_amante_mujer_marido_matrimonio,"En cambio, no, el hombre no, el hombre fija su su su su meta en un su objetivo en un lado, por eso cuando hagan el amor con su marido. Después del polo, no le h",0.01183920898765399
3848,2,0.4828990593106258,23,23_tac_tac tac_hijos_papá,0.3849741539061317,19.0,19_colegio_profe_profesor_profesora,0.0979249054044941,Luis Slimming,2024,2020,23,23_tac_tac tac_hijos_papá,"Bueno, en mi casa, bueno, de verdad, eran así. En mi casa cuando yo era chico el 11 de septiembre era feriado en mi casa, mi mamá no me mandaba a clase. No sé, ",0.2870492485016376
2127,2,0.2529541988813665,14,14_loro_carabineros_cartero_carabinero,0.1551276683880075,7.0,7_avión_auto_micro_chofer,0.097826530493359,Centella,2015,2010,7,7_avión_auto_micro_chofer,"Llegó un carabinero un día fiscalizando en la calle y dijo, ""Documento."" No, no dijo así tampoco. Dijo Ahora sí. Dijo dijo, ""Alto."" Dijo el carabinero, ""Alto."" ",0.05730113789464851
