segment_row_idx,topic_id_matrix,topic_id_assumed,p_topic,topic_id,show,year,decade,topic_final,topic_name_final,model_text,topic_name,topic_rank
37,2,2,1.0,2,Hugo Goodman,1974,1970,2,2_chiste_programa_hoy hoy_chistes,"Bueno, este para tantear el público, probando. Perfecto. Mi mejor imitación: una imitación a un Aziz. Vamos a proseguir haciendo ahora una... este... Ya los tanteé, ya veo que están con ganas de divertirse. Vamos a ir sacándonos la ropa. No.",2_chiste_programa_hoy hoy_chistes,1
48,4,4,0.3582625540388792,4,Hugo Goodman,1974,1970,4,4_chileno_chile_argentino_chilenos,"de nuevo a la China por el asunto de Water Club, digo de Watergate. Estando el sujeto de marras, o sea, Richard Nixon, una aciaga noche allá en la China comunista se puso a conversar con el intérprete chino. Porque vamos a ser sinceros: cuando nosotros viajamos a un país en que hablamos otro idioma, lo primero que aprendemos son las palabrotas, las groserías. Entonces, Nixon es humano, incluso eso, va al baño. Nixon le pregunta al intérprete, le dice: ""Ay, quiero aprender cómo se dice en chino... hace años que quiero saber cómo se dice en chino 'hijo'"". ""Se dice 'pam'"". ""¿Y dos hijos de?"". ""Pam-pam"". ""¿Y muchos?"". ""Pam-pam-pam, pom-pom-pam-pam-pam"". Bueno. Este, ¡qué raros son los chinos, ¿no?! Los chinos tienen los ojos",4_chileno_chile_argentino_chilenos,1
49,12,12,0.2028186692850163,12,Hugo Goodman,1974,1970,12,12_perro_perrito_selva_lobo,"así. Es porque comen mucho arroz. El arroz, que contiene almidón. Entonces, cuando van al baño, hacen... Es que los ojos... los ojos son muy importantes. Fíjese cuando lloramos. ¿Qué sucede cuando lloramos? Las lágrimas caen hacia abajo. ¿Por qué? Porque los ojos tenemos niña. Si tuviéramos niño, lloraríamos así.",12_perro_perrito_selva_lobo,1
51,8,8,1.0,8,Hugo Goodman,1974,1970,8,8_anthony_amas_your_you,"Yo soy aquel que cada noche te persigue. Yo soy aquel que por quererte ya no vive. El que te espera, el que te sueña, el que quisiera ser dueño de tu amor, de tu amor. Yo soy aquel que por tenerte da la vida. Yo soy aquel que estando lejos no te olvidan. El que te espera, el que te espera. Aquel que reza cada noche por tu amor y estoy aquí, aquí para quererte. Estoy aquí, aquí para adorarte. Yo estoy aquí aquí para decirte que como yo nadie te amó. Yo soy aquel que por tenerte en la vida y yo soy la fe que estando lejos no te vida. Él que te bendiga. Él que te bendiga. Aquel que reza cada noche por tu amor. Y estoy aquí aquí para quererte. Estoy aquí aquí para adorarte. Yo estoy aquí aquí para decirte: ""Amor, amor, amor, amor, amor, amor..."".",8_anthony_amas_your_you,1
58,3,3,0.3721180560903396,3,Los Muleros,1976,1970,3,3_humor_quinta_quinta vergara_vergara,Los Moleros en Viña del Mar. Amigos de la Quinta Vergara: esta noche hay una gran sorpresa para todos vosotros y también para ellos.,3_humor_quinta_quinta vergara_vergara,1
59,6,6,0.1658316937710265,6,Los Muleros,1976,1970,6,6_quinta_vergara_público_quinta vergara,"Van a volver a estar con nosotros, pero antes quiero decirle que, en nombre de la Comisión Organizadora de este 17.º Festival Internacional de la Canción de Viña del Mar y en retribución al cariño recibido por vosotros, el público de esta noche de festival, Los Mureros recibirán un reconocimiento público en base a este pequeño anillo que encierra a su alrededor todo el cariño de Viña, de Chile y de su juventud. En nombre de todos vosotros y en nombre de la Comisión Organizadora, hago entrega de ellos de este presente. ¡Gracias, Viña, para Los Muleros!",6_quinta_vergara_público_quinta vergara,1
62,10,10,0.1717724644510271,10,Gloria Benavides,1977,1970,10,10_maestro_hora hora_ruperto_hora,"Oye, Anthony, en realidad te he llamado para que admires la venta que que estoy tirando, ¿me entiendes? Hoy día para que ustedes seban luz con nueva venta. Tiro, estoy tirando más pinta que la vinuela, ¿me entiendes? Mire, es que en realidad, Anthony, fíjate que como era último día, me fui a pasearme por las calles de Viña del Mar y iba pasando y tenía una parte por una busticket. Y la la la dueña de las bortigueres me dijo, ""Oiga, cuartito, no encuentra que anda media tiradita menos con sus ropitas."" Entonces, me prestaron esta creación de Cristian Yoli. Oye, flaquito, ¿sabes por qué te he hecho regresar y retornar a este escenario de Éxito? ¿Te he hecho retornar porque resulta que nosotros con los carros de la población te hemos fabricado un premio, ¿me entendés? Te fabricamos un premio Wait a moment. Le hemos fabricado un premio al flaco hecho con nuestras propias manos por ser el mejor animador. Así que aguántenme un mes, yo no voy a buscar al tiro, ¿eh? Usted cree que aquí venga para acá. No, venga para acá, Anthony. No me hagas sufrir. ¿Qué está diciendo? Mientras tanto, un prolongado aplauso al mejor animador.",10_maestro_hora hora_ruperto_hora,1
67,10,10,0.2073541616119001,10,Gloria Benavides,1977,1970,10,10_maestro_hora hora_ruperto_hora,"¡Ay, casi me saco la peluca! Bueno, la verdad de las cosas, fíjate que yo soy un poquito como celosa. Hola, Albert. No sufras, luego te iré a verte. Como le iba diciendo, estoy un poco celosa de ver a esa pareja tan linda de enamorados que son los esposos Arbano y la señora Romina Powell. Hacen una pareja tan linda. No, en serio, se basan. Se basan, se basan. No te escondas, hermanito. En realidad, se basan, ¿eh? Y ahora están muy de moda los dudos, ¿eh? Por ejemplo, el dudo de del señor Arbano con la señora Romina Bauer, el dudo que hizo ayer mi queridísimo, llamadísimo pololo don Alberto Jamón con don Julito Parroquia. Entonces, yo también hoy día he querido hacer un dudo. Y ella llamado... no he llamado nada todavía, voy a llamar a este escenario a mi compañero para hacer un dúo. ¿Y qué mejor que mi Florcita Motúa para hacer un dúo?",10_maestro_hora hora_ruperto_hora,1
69,8,8,0.5962140602791318,8,Gloria Benavides,1977,1970,8,8_anthony_amas_your_you,"Te respiro siempre. Te acerco mis manos. Te siento siempre. De un lugar distante me aferro siempre. Y me dan dentro de abrazo que no duda. Gente, gigante, consciente, envidio. Gente, tu amor es tuyo. Gente, respira franca con alegría. Gente, ¿qué puedo? Beso que a veces me gusta integrarse. Y si tu vida ya no es la misma que felices, llorando, llorando, la gente te miro. Quiero que me digan, ""Oh, quiero te acerco mi mis manos y te siento gente. Gente. Y es por eso que a veces me gusta darte. A vivir tu vida de un imán. Felices, llorando, formándonos. Mos, mos, que lle.",8_anthony_amas_your_you,1
70,13,13,0.1555135301875342,13,Gloria Benavides,1977,1970,13,13_ay ay_salta salta_salta_ay,"...los espacios. Te serás el ángel del espacio del futuro. Jeje. La la la la la la. La la la la la la. La la la la la... 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16.",13_ay ay_salta salta_salta_ay,1
71,22,22,1.0,22,Gloria Benavides,1977,1970,22,22_verdad_agradecer_emocionado_quiero agradecer,"Qué lindo y qué merecido otros aplausos para un artista que ha mostrado una nueva faceta. Yo le quiero agradecer el premio en todo caso y la única forma que yo puedo decirle muchas gracias por estar con nosotros es brindándole otro aplauso de mi parte y de todo el público que está acá presente. Gracias, gracias, cuatro dientes.",22_verdad_agradecer_emocionado_quiero agradecer,1
73,10,10,0.1807649213294859,10,Gloria Benavides,1977,1970,10,10_maestro_hora hora_ruperto_hora,"¿Qué es lo que pasa a veces? ¿Qué es lo que ha pasado otra vez? ¿Ah? ¿Qué bajó? ¡Ay! ¿Qué bajó? Camilla... Un momento, a ver, un momento. Wait a moment, please. Wait a moment. Todo el mundo calladito y que mi amigo allá me grite, ¿qué es lo que pasa? ""La camilla"". La camilla... O sea, un momentito. Carmen, sí, pues tómelo con calma. Ya. Otra vez tendré que empezar con mi clase de hipnotismo. Tranquilidad, todo el mundo tranquilo. Prenden las luces bien, por favor. La lucecita bien prendida. Ya. ¿Llegó la camilla? Ya, listo, perfecto. Ahora vamos a seguir cantando ""La cuculla"". No canto nada, todavía no llega.",10_maestro_hora hora_ruperto_hora,1
82,1,1,0.3059050464616763,1,Gloria Benavides,1977,1970,1,1_canción_almas_cantar_vivo vivo,"Mi galindita querida, te vaya a irte a lavar los tajo no más. Corazóncito mío. Como le iba diciendo, chiquillo, las emociones realmente no se pueden no se pueden sujetar, ¿me entiendes? Nuevamente, caro, muchas gracias, muchas gracias, muchas gracias. ¿Qué pasaron? Y ahora para despedirme de la quinta Vergara de este público tan cariñoso, quiero cantarles la canción que ustedes quieran. No, pues si yo soy la 400. ¿Cómo me están pidiendo las gotitas si yo soy la guasodiente? No, po. Lo que yo podría cantarles es la canción preciosa que puede ser la de Ester Felli. Sí. La de la señora Ester Felli. Listo, maestro, la canción de la señora Ester Felli con Don Sergio.",1_canción_almas_cantar_vivo vivo,1
92,20,20,0.19817980775155,20,Edmundo Arrocet,1978,1970,8,8_anthony_amas_your_you,"El verso y traidor, van a más de las piñas, me gritan por borrachos los brocas del barrio, allá en la población. Para más de las piñas, me gritan por borrachos los cabrones del bloque, allá en la población. La pobre guasordiente de reza la nimita, de aquella virgentina que está en los valletones, pidiéndole clemencia por mi alma pegadora, que no hay sin destino, ya se en el dolor. Pidiéndole clemencia por mi alma pecadora, que son de que me quiero. Pidiéndole buenas cuatro dientes. ¿Para qué te casaste, perico? ¿No vi que la embarraste? Te había agarrado te iba pescarte te iba agarraste chachándote ahí, perica. La pobre cuatro dientes le resta la animita. De aquella virgencita que está y los valedores, pidiendo clemencia por mi alma pegadora, que todo es sin destino, su afligida del dolor. Pidiendo clemencia por mi alma pegadora, que todo es sin destino, su afligida del dolor. Que te van a fusilar. Ah, pues de pelado me van a fusilar, amigo. Que te van a condenar. Claro, no me van a condenar. Que te van a fusilar. Te han callado. Mejor me he hecho a",20_hermana_fea_curado_marihuana,1
99,8,8,1.0,8,Edmundo Arrocet,1978,1970,8,8_anthony_amas_your_you,"Para ser así. Así no más. Porque mi amor tu amor es bien. Porque él siempre te he llevado a flor de pie. Por eso sí tantas cosas que van haciendo toda una vida. Por eso me tallas tuyo con que amanece todos mis días. Por eso silencio a ti con que tu calma todas mis vidas. Por eso y por mucho más que difícil ver cuando tú no estás. Por eso y por mucho más nunca encontraré un amor igual. Muchas gracias, muy amable, muchas gracias.",8_anthony_amas_your_you,1
100,8,8,1.0,8,Edmundo Arrocet,1978,1970,8,8_anthony_amas_your_you,"Cuídate de mi vida, que no golpiste. Por bien que con el alma destrozada, por bien que con la ilusión, te habéis perdido mi amor y en un charco de sangre la encontré. Fuiste, fuiste, fuiste, chagar de mi cariño, por vida te más pasa, por vida que te ruego, por vida que te pido, que yo te olvidé.",8_anthony_amas_your_you,1
101,2,2,1.0,2,Edmundo Arrocet,1978,1970,2,2_chiste_programa_hoy hoy_chistes,"Oiga, una pifiadita para echar una confianza nueva, a ver. Ay, sí que sí. Ay, sí que sí. Oiga, fíjese que el Albert Hammond, aló, aló, el Albert Hammond, el andaba más genio el Albert Hammond el otro día, ¿se acuerda usted? Y fíjese que ¿Cómo estaría el Albert genio que la primera canción que cantó fue frío, frío, frío, después andamos en el ascensor, nos subimos, además, aparte Albert Hammond anda piti ciego. Porque fíjese que había un lolo el otro día en el ascensor, se sube el Albert Hammond, lo queda mirando por detrás lolo con la terrible peluca, lo mira y le dice, ""Eres toda una mujer."" ¿Qué me hace? Ahí o o una pifiaita para echar con piñata. Guatón, no se te ocurra encender la luz esta noche, ¿ah? Mira que la embarrás. Yo Ya, poguetón, apaga la luz. Ay, sí. Yo le iré a contar Yo le iré a contar, esto pasó en México, llega un mexicano",2_chiste_programa_hoy hoy_chistes,1
103,1,1,0.1916187422765478,1,Edmundo Arrocet,1978,1970,1,1_canción_almas_cantar_vivo vivo,"ha nacido todavía, ha pasado mucho tiempo el bigote se está más viejo y vamos a cantar una pequeña canción que es una pequeña historia a veces hasta de la vida real. Vamos a subir este micrófono y vamos a cantar esta pequeña canción que se la dedico con todo cariño a muchos y a todos de todo corazón. Hola. Escucha, mamá",1_canción_almas_cantar_vivo vivo,1
105,14,14,0.3152244806626598,14,Edmundo Arrocet,1978,1970,14,14_ho_ho ho_aplauso_muchas,Ese es el maravilloso aplauso de la Quinta Vergara para un jugador como es Gigote Arrozet. ¡Más grande el aplauso para que vuelva!,14_ho_ho ho_aplauso_muchas,1
107,1,1,0.1558949564910542,1,Edmundo Arrocet,1978,1970,1,1_canción_almas_cantar_vivo vivo,"Esta noche vamos a recordar a un cantante norteamericano que se nos fue para siempre de todos de nosotros. Siempre hay un año en que nos pasan cosas tristes. Vamos a recordar con todo cariño a ese norteamericano que se llamaba Es Es ahora que camina con mi corazón. Kills me my darling. Be my tonight. Tomorrow will be today. Es ahora mi amor. When I'm so tender, if I come tomorrow, if I come regret, as I know it's so tender, when I'm so tender, if I come tomorrow, when I'm so get your people as here. Es ahora, como que es mi madre. tonight. Tomorrow will be today. It's now and my love is now and my love is now and my",1_canción_almas_cantar_vivo vivo,1
108,21,21,1.0,21,Edmundo Arrocet,1978,1970,21,21_buenas noches_noches_buenas_pecadora,"Muchas gracias, muy buenas noches, muchas gracias.",21_buenas noches_noches_buenas_pecadora,1
114,1,1,1.0,1,Edmundo Arrocet,1978,1970,1,1_canción_almas_cantar_vivo vivo,"Tiene casi 20 años y ya está cansada de su día. Pero tras la frontera está su hogar, su mundo y su ciudad. Piensa que la alambrada solo es un trozo de metal. Algo que nunca puede detener ansia de volar. Libre como el sol cuando amanece, yo soy libre como el mar. Libre como el ave que escapó de su prisión y puede alzarse a volar. Libre como el viento que recoge mi lamento y mi sin pesar, camino sin cesar, detrás de la verdad. Y sabré lo que es mi vida. Con sabor a mandé ese martillo, cantando más canciones. Marcha la feliz que me escuchó la voz que le llamó. Y tendido en el suelo se quedó sonriendo y sin hablar. Sobre su pecho flores carmesí brotaban filce y de flores de rosas y de flores felices Vive, vive, y puede ser un sueño. Vive, y puede ser un sueño. Y puede ser un sueño. Y yo vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo y vivo",1_canción_almas_cantar_vivo vivo,1
116,9,9,1.0,9,Carlos Helo,1979,1970,9,9_auto_dijo dijo_micro_carabineros,"Y la verdad que el otro día me reía, porque resulta que iba una señora, iba una señora manejando el auto así. Entonces, iba lo mejor manejando el auto cuando, de repente, un carabinero va; la señora le pone luz roja, se paró; le pusieron luz, este, amarilla, no se movió; luz verde tampoco; y el carabinero gentilmente le dijo: «Si la señora no le gusta ninguna de esos colores, se lo podemos cambiar por ocho». También decíamos, por ejemplo, me estaba acordando recién",9_auto_dijo dijo_micro_carabineros,1
118,5,5,0.282289499444651,5,Carlos Helo,1979,1970,5,5_colegio_niños_papá_hijo,"le dijo. El otro día del papá le dijeron: «2 * 2», dijo: «¡empate!». Pero, sin embargo, los cabros se defienden como sea en el colegio, pero con uñi muña. A ver, venga por acá. El examen. «Señor...». «¿Quién descubrió América?». «Señor, ¡por Dios! ¿Quién descubrió América?». «Señor, por Dios, todo el tiempo... no sé. Yo no vi a nadie, señor, ¿por qué me echas la culpa si...? Pero ¿quién descubrió América? Si lo yo digo, por Dios, que no... claro, como mi papá en la Unidad Popular, por eso que me tienen bronca ustedes a mí. ¿Quién despidió a América? Pero ¿cómo se llama tú?». «Cristóbal Colón González, señor». Y así los hijos nuestros son graciosos. El otro día lo fui a buscar a la parroquia; yo tenía unos problemitas porque siempre caí para donde él. Entonces, estará el padre Suárez y la secretaria que tiene parece que del campo. Me dijo: «¿De parte de quién?». Quería invitarlo a un tedeum y de ahí me conoció la voz,",5_colegio_niños_papá_hijo,1
125,14,14,0.2859825115063005,14,Carlos Helo,1979,1970,14,14_ho_ho ho_aplauso_muchas,"Muy buenas noches, muchas gracias. Amigos de Panamá, buenas noches, gracias. Amigos de Argentina, de Perú, de Bolivia y de todos los países que también de Televisión Nacional.",14_ho_ho ho_aplauso_muchas,1
129,1,1,1.0,1,Jorge Romero,1979,1970,1,1_canción_almas_cantar_vivo vivo,"Como usted ha sido bueno con los otros y lo ha mandado plata y sábanas de abajo. Voy a tener la sumamente gustabilidad de interpretarle la canción mente que hemos titulado La cucaracha. Me decía, ""Fallece, muy contento."" A la 1 A las 25 Ya las me fui. La cucará, ya la cucará, ya la cucará, ya la cucará, ya la cucará, ya la cucará, ya la cucará, ya la cucará, ya la cucará, ya la cucará, ya la",1_canción_almas_cantar_vivo vivo,1
134,19,19,0.3330247082303776,19,Jorge Romero,1979,1970,19,19_través_mar_viña_viña mar,"Niña del Mar, el escenario más importante de la canción latina americana en este instante, les saluda a ustedes, amigos, a través de todo el país. A través de Televisión Nacional de Chile, Radio Portales y Carmina FM. Y a ustedes, a la distancia, a través de satélite, nuestro encuentro de amistad y de buena voluntad; de un pueblo que a solo nos quiere la paz y la tranquilidad; de un pueblo que canta libre como esta noche en Piña del Mar. ¡Viva Chile! ¡Viva el festival de la canción! ¡Hala! El aplauso para Jorge Romero Firulete. En un instante estaremos conociendo la determinación del jurado sobre cuál es el mejor arreglo orquestal,",19_través_mar_viña_viña mar,1
137,22,22,0.1695898208598223,22,Jorge Romero,1979,1970,21,21_buenas noches_noches_buenas_pecadora,"¿Cómo están? Muchas... muchas... finu. Los tengo dominados, son, son míos, son míos todos. Entonces ahora, gracias por esa. Yo creía que era el autor...",22_verdad_agradecer_emocionado_quiero agradecer,1
143,9,9,1.0,9,Coco Legrand,1980,1980,9,9_auto_dijo dijo_micro_carabineros,"Yo estaba en una deuda con ustedes. Había empezado a contar el chiste de la moto y lo voy a terminar ahora. ¿Ah? Realmente se pasaron ahí, muchísimas gracias. El lolo llamado por teléfono porque ustedes saben cómo son los lolos cuando andan depresivos, si los locos no quieren más. Si yo agarran su moto soplado para cualquier lado. Se van especialmente para los teléfonos malos. Nunca falta la lola esa, pero, ¿me entiende usted? Ya no quique. Zapallo guarda parece lo que tiene. Mandado a hacer, pero a Pomaire, a mano así, pantalones apretados, haciendo dedo. Lolo en esas motos grandes, ¿qué le digo? Esa del año 30, esas Indias, ¿no? Que quedan más amarreados que humoristas en la Quinta Vergara, oiga. Y la luz... ¡Ay, Dios mío! Está convencido que es árbol de Pascua la cuestión. No, si es Festival de Viña, compadre. ¡Apague la luz! Se mete el lolo va en esa moto, oiga, soplado; lola haciendo dedo; el gallo pega la chancha así.",9_auto_dijo dijo_micro_carabineros,1
145,9,9,0.2244614710091986,9,Coco Legrand,1980,1980,9,9_auto_dijo dijo_micro_carabineros,"¡Muchísimas gracias! Hay un problema realmente de satélite. Bueno, ¿qué le puedo decir? Terminamos con lo de la moto. Vamos... bueno, sí, me quedo, me quedo tranquilo. Vale. Generalmente estos gallo de la moto tienen sus compadres y se invitan a sus fiestusas, ¿no? Claro. Se llaman por teléfono generalmente para el lado de Concepción. «¿Aló, loco? Sí».",9_auto_dijo dijo_micro_carabineros,1
146,4,4,0.4789575845013327,4,Coco Legrand,1980,1980,4,4_chileno_chile_argentino_chilenos,"«que, por favor, vente súper rajado para acá, loco. Vente súper súper lanzado porque tenemos una flor de movida, loco. Vaya que hay, pero súper a la pinta, sí». El otro loro agarra papa, agarra su moto y ustedes saben cómo es sureño en Chile. El sureño en Chile es como la tierra del sur, generosa con todo tipo de cosas, ¿no? Entonces, sureño lo primero que dice: «Yo pongo el chancho». Porque así es el sureño. Ustedes van para el sur que se vio lo primero antes de presentarle a una persona le sirven un canapé de vaca porque son así de exagerados para todo. Entonces, no lo le invitan a la fiesta, al tiro él pone el chancho. Agarra esas motos grandes, ¿no?, 700 000 cm³ que tienen que operar a la cachaza para que le dé las piernas. Echa el chancho a este toque y parte soplado. Todo",4_chileno_chile_argentino_chilenos,1
147,9,9,0.3235673643095085,9,Coco Legrand,1980,1980,9,9_auto_dijo dijo_micro_carabineros,"iba al desguace hasta cuando iba saliendo de Concepción: la mano que aprieta. «Documento». Luego lo entrega los documentos. Cuatro. Dos para el lolo, dos para el chancho. «Papeles del chancho». No, si no se equivoquen, ustedes pueden pensar que el carabineros está equivocado. No. Él estaba pidiendo los papeles, porque ustedes saben que todo el mundo que acarrea animales tiene que tener los papeles de la SAGGO, el Servicio Agrícola y Ganadero. Por si el chancho tiene chanchito y viene a hacer chanchas para la capital, ¿me entiende usted? Entonces, el lolo como veía enfermo de lado pensó que le estaban pidiendo documentos para el chancho. Y partió, oiga, con la cara, oiga.",9_auto_dijo dijo_micro_carabineros,1
148,9,9,0.315911025993643,9,Coco Legrand,1980,1980,9,9_auto_dijo dijo_micro_carabineros,"Pero enferma de larga así, ¿no? Con cara de derrotado, como indio con la con la lanza embargada, más o menos, así con la mano. Y partió para Concepción de nuevo. Ahí llama la policía, ""¿Sabe y loca? No me dejan pasar los que te jeben."" No, si en serio, si es Andan en un toque así súper súper negativo, o sea, es que no me dejan pasar porque el chancho no tiene documento. Y ahí la policía, ""Sé que no te preocupéis, loco, yo te los consigo."" Y lo le pegamos una falsificada luego en un toque superincreíble superior a lo de los jugadores de fútbol. Y se pasaron toda la noche falsificando los documentos, ¿no? Unos documentos pero sensacionales. Un carnet de antioiga con la foto del chancho. Le pusieron raya ocho para que dijeran que tenía Ruth el chancho. Por si se metía a impuestos internos a fregar la pita, ¿me entiendes? Carnet de Oferta chancho clase A por si el chancho se sentía intranquilo en la capital y quería venirse manejando camiones para la noche. Incluso el detalle. La corté en la esquina para que el chancho viera que había botado también, ¿entiende? Y por otro lado la Lola pasó toda la noche, oiga, haciéndole ropa para chancho, ¿no? Pantalones apretados, brillante para que luciera el queque, ¿no? Un blusón amplio, medallón hippie y pachancho, unos lentes ahumado y como no tenían casco partieron una sandía por la mitad y la pintaron blanca. Incluso el detalle, le hicieron un encajado a fierro en la pata del chancho me entiende como la tienen abierta para que fuera haciendo el símbolo de la paz. Lo subieron arriba al chancho, partieron soplados para Santiago. Ni un problema. Es decir, casi",9_auto_dijo dijo_micro_carabineros,1
